#Organism group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes core	Computed types
Salmonella enterica	HAZEL-108	"HAZEL-108"	Saintpaul	PDT001107540.1	2021-08-10T17:38:34Z	Tanzania: Arusha	meat	environmental/other	PDS000094432.1	15		SAMN13906017	GCA_019519005.1		antigen_formula=4:e,h:1,2,serotype=Saintpaul
Salmonella enterica	HAZEL-006	"HAZEL-006"	Karamoja	PDT001107633.1	2021-08-10T17:54:55Z	Tanzania: Moshi	feces	environmental/other	PDS000094438.1	2		SAMN13905916	GCA_019521425.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HAZEL-005	"HAZEL-005"	Karamoja	PDT001107634.1	2021-08-10T17:54:57Z	Tanzania: Moshi	feces	environmental/other	PDS000094438.1	2		SAMN13905915	GCA_019521435.1		antigen_formula=40:z41:1,2,serotype=Karamoja
Salmonella enterica	HZ278	"HZ278"	II 48:b:-	PDT001088807.1	2021-07-08T13:46:21Z	Tanzania: Moshi	meat	environmental/other	PDS000092856.1	1		SAMN13906454	GCA_019173565.1		antigen_formula=48:z10:-,serotype=II 48:z10:[1,5]
Salmonella enterica	HZ279	"HZ279"	II 48:b:-	PDT001088808.1	2021-07-08T13:46:27Z	Tanzania: Moshi	meat	environmental/other	PDS000092856.1	1		SAMN13906455	GCA_019173605.1		antigen_formula=48:z10:-,serotype=II 48:z10:[1,5]
Salmonella enterica	HAZEL-230	"HAZEL-230"	II 1,4,12,27:e,n,x:e,n,x	PDT001090853.1	2021-07-15T21:20:58Z	Tanzania: Arusha	environmental	environmental/other	PDS000093170.1	1		SAMN13906135	GCA_019248795.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HAZEL-228	"HAZEL-228"	II 1,4,12,27:e,n,x:e,n,x	PDT001090854.1	2021-07-15T21:21:04Z	Tanzania: Arusha	environmental	environmental/other	PDS000093170.1	1		SAMN13906133	GCA_019248825.1		antigen_formula=4:z:e,n,x,serotype=II [1],4,12,27:z:e,n,x
Salmonella enterica	HZ276	"HZ276"	Orion	PDT001098570.1	2021-07-27T18:45:48Z	Tanzania: Moshi	meat	environmental/other	PDS000093734.1	3		SAMN13906452	GCA_019359985.1	sul2=PARTIAL_END_OF_CONTIG	antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HZ277	"HZ277"	Orion	PDT001098571.1	2021-07-27T18:45:51Z	Tanzania: Moshi	meat	environmental/other	PDS000093734.1	3		SAMN13906453	GCA_019359975.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HZ231	"HZ231"	47:b:1,6	PDT001098608.1	2021-07-27T18:50:20Z	Tanzania: Moshi		environmental/other	PDS000093738.1	3		SAMN13906407	GCA_019360755.1		antigen_formula=47:b:e,n,x,z15,serotype=II 47:b:e,n,x,z15
Salmonella enterica	HZ232	"HZ232"	47:b:1,6	PDT001098610.1	2021-07-27T18:50:33Z	Tanzania: Moshi		environmental/other	PDS000093738.1	3		SAMN13906408	GCA_019360795.1		antigen_formula=47:b:e,n,x,z15,serotype=II 47:b:e,n,x,z15
Salmonella enterica	HZ223	"HZ223"	Typhimurium	PDT001098612.1	2021-07-27T18:51:01Z	Tanzania: Moshi		environmental/other	PDS000093729.1	0		SAMN13906402	GCA_019360835.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HZ222	"HZ222"	Typhimurium	PDT001098615.1	2021-07-27T18:51:21Z	Tanzania: Moshi		environmental/other	PDS000093729.1	0		SAMN13906401	GCA_019360895.1		antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-111	"HAZEL-111"	Heidelberg	PDT001107535.1	2021-08-10T17:38:08Z	Tanzania: Moshi	meat	environmental/other	PDS000094388.1	11		SAMN13906020	GCA_019518915.1	fosA7=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	HAZEL-112	"HAZEL-112"	Heidelberg	PDT001107538.1	2021-08-10T17:38:30Z	Tanzania: Moshi	meat	environmental/other	PDS000094388.1	11		SAMN13906021	GCA_019518985.1	aph(3'')-Ib=PARTIAL,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,fosA7=COMPLETE,qnrS1=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:r:1,2,serotype=Heidelberg
Salmonella enterica	HAZEL-079	"HAZEL-079"	9,46:g,[s],t:-	PDT001107566.1	2021-08-10T17:41:48Z	Tanzania: Moshi	meat	environmental/other	PDS000094384.1	0		SAMN13905988	GCA_019519545.1		antigen_formula=9,46:g,s,t:-,serotype=Gateshead
Salmonella enterica	HAZEL-078	"HAZEL-078"	9,46:g,[s],t:-	PDT001107568.1	2021-08-10T17:41:56Z	Tanzania: Moshi	meat	environmental/other	PDS000094384.1	0		SAMN13905987	GCA_019519575.1		antigen_formula=9,46:g,s,t:-,serotype=Gateshead
Salmonella enterica	HAZEL-115	"HAZEL-115"	Hvittingfoss	PDT001107532.1	2021-08-10T17:37:33Z	Tanzania: Moshi	meat	environmental/other	PDS000094385.1	14		SAMN13906024	GCA_019518865.1		antigen_formula=16:b:e,n,x,serotype=Hvittingfoss
Salmonella enterica	HAZEL-114	"HAZEL-114"	Hvittingfoss	PDT001107533.1	2021-08-10T17:37:54Z	Tanzania: Moshi	meat	environmental/other	PDS000094385.1	14		SAMN13906023	GCA_019518885.1		antigen_formula=16:b:e,n,x,serotype=Hvittingfoss
Salmonella enterica	HAZEL-085	"HAZEL-085"	Hadar	PDT001107561.1	2021-08-10T17:41:15Z	Tanzania: Arusha	meat	environmental/other	PDS000094389.1	2		SAMN13905994	GCA_019519445.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	HAZEL-084	"HAZEL-084"	Hadar	PDT001107562.1	2021-08-10T17:41:17Z	Tanzania: Arusha	meat	environmental/other	PDS000094389.1	2		SAMN13905993	GCA_019519465.1		antigen_formula=8:z10:e,n,x,serotype=Hadar
Salmonella enterica	HAZEL-210	"HAZEL-210"	Epinay	PDT001107447.1	2021-08-10T17:26:41Z	Tanzania: Moshi	environmental	environmental/other	PDS000094423.1	0		SAMN13906115	GCA_019516865.1		antigen_formula=11:l,z13,z28:-,serotype=I 11:l,z13,z28:-
Salmonella enterica	HAZEL-209	"HAZEL-209"	Epinay	PDT001107450.1	2021-08-10T17:27:12Z	Tanzania: Moshi	environmental	environmental/other	PDS000094423.1	0		SAMN13906114	GCA_019516985.1		antigen_formula=11:l,z13,z28:-,serotype=I 11:l,z13,z28:-
Salmonella enterica	HAZEL-250	"HAZEL-250"	Braenderup	PDT001107418.1	2021-08-10T17:23:23Z	Tanzania: Arusha	environmental	environmental/other	PDS000094424.1	2		SAMN13906153	GCA_019516105.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-249	"HAZEL-249"	Braenderup	PDT001107419.1	2021-08-10T17:23:27Z	Tanzania: Arusha	environmental	environmental/other	PDS000094424.1	2		SAMN13906152	GCA_019516125.1		antigen_formula=7:e,h:e,n,z15,serotype=Braenderup
Salmonella enterica	HAZEL-008	"HAZEL-008"	Orion	PDT001107630.1	2021-08-10T17:54:16Z	Tanzania: Moshi	feces	environmental/other	PDS000094412.1	1		SAMN13905918	GCA_019521365.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-007	"HAZEL-007"	Orion	PDT001107632.1	2021-08-10T17:54:34Z	Tanzania: Moshi	feces	environmental/other	PDS000094412.1	1		SAMN13905917	GCA_019521405.1		antigen_formula=3,10:y:1,5,serotype=Orion
Salmonella enterica	HAZEL-132	"HAZEL-132"	Onderstepoort	PDT001107515.1	2021-08-10T17:35:34Z	Tanzania: Arusha	meat	environmental/other	PDS000094442.1	18		SAMN13906041	GCA_019518525.1		antigen_formula=6,14:e,h:1,6,serotype=Magumeri
Salmonella enterica	HAZEL-131	"HAZEL-131"	Onderstepoort	PDT001107516.1	2021-08-10T17:35:53Z	Tanzania: Arusha	meat	environmental/other	PDS000094442.1	18		SAMN13906040	GCA_019518545.1		antigen_formula=6,14:e,h:1,6,serotype=Magumeri
Salmonella enterica	HAZEL-248	"HAZEL-248"		PDT001107421.1	2021-08-10T17:23:31Z	Tanzania: Arusha	environmental	environmental/other	PDS000094451.1	1		SAMN13906151	GCA_019516155.1		antigen_formula=28:g,m,s:e,n,x,serotype=II 28:g,m,s:e,n,x
Salmonella enterica	HAZEL-247	"HAZEL-247"		PDT001107422.1	2021-08-10T17:23:48Z	Tanzania: Arusha	environmental	environmental/other	PDS000094451.1	1		SAMN13906150	GCA_019516205.1		antigen_formula=28:g,m,s:e,n,x,serotype=II 28:g,m,s:e,n,x
Salmonella enterica	CFSAN031380	"CFSAN031380","ICOPHAI16703","SRS1039470"		PDT000105267.4	2018-06-26T23:04:41Z	Tanzania	bovine milk	environmental/other	PDS000072600.30	0	31	SAMN03576914	GCA_005899645.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031391	"CFSAN031391","ICOPHAI16727","SRS1039492"		PDT000105271.4	2018-06-26T23:04:42Z	Tanzania	bovine milk	environmental/other	PDS000072600.30	0	31	SAMN03576925	GCA_005900085.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031371	"CFSAN031371","ICOPHAI16682","SRS1039557"		PDT000105282.4	2018-06-26T23:04:56Z	Tanzania	feces swine	environmental/other	PDS000072600.30	0	31	SAMN03576905	GCA_005900905.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031384	"CFSAN031384","ICOPHAI16711","SRS1039555"		PDT000105283.4	2018-06-26T23:04:57Z	Tanzania	feces swine	environmental/other	PDS000072600.30	1	31	SAMN03576918	GCA_004186455.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031369	"CFSAN031369","ICOPHAI16680","SRS1039550"		PDT000105284.4	2018-06-26T23:04:40Z	Tanzania	feces swine	environmental/other	PDS000072600.30	8	27	SAMN03576903	GCA_005899605.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031378	"CFSAN031378","ICOPHAI16695","SRS1039553"		PDT000105285.4	2018-06-26T23:04:41Z	Tanzania	bovine milk	environmental/other	PDS000072600.30	0	31	SAMN03576912	GCA_004186785.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031372	"CFSAN031372","ICOPHAI16683","SRS1039568"		PDT000105287.4	2018-06-26T23:04:56Z	Tanzania	feces swine	environmental/other	PDS000072600.30	0	31	SAMN03576906	GCA_005900965.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031386	"CFSAN031386","ICOPHAI16717","SRS1039578"		PDT000105291.4	2018-06-26T23:04:42Z	Tanzania	bovine milk	environmental/other	PDS000072600.30	0	31	SAMN03576920	GCA_005900185.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031382	"CFSAN031382","ICOPHAI16706","SRS1039594"		PDT000105293.4	2018-06-26T23:04:57Z	Tanzania	feces swine	environmental/other	PDS000072600.30	1	32	SAMN03576916	GCA_005901005.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031387	"CFSAN031387","ICOPHAI16718","SRS1039613"		PDT000105296.4	2018-06-26T23:04:57Z	Tanzania	bovine milk	environmental/other	PDS000072600.30	0	31	SAMN03576921	GCA_005900925.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031375	"CFSAN031375","ICOPHAI16687","SRS1039665"		PDT000105307.4	2018-06-26T23:04:56Z	Tanzania	feces swine	environmental/other	PDS000072600.30	1	32	SAMN03576909	GCA_005900885.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031393	"CFSAN031393","ICOPHAI16735","SRS1039675"		PDT000105312.4	2018-06-26T23:04:58Z	Tanzania	feces swine	environmental/other	PDS000072600.30	1	32	SAMN03576927	GCA_004186635.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031381	"CFSAN031381","ICOPHAI16705","SRS1691843"		PDT000148769.2	2016-09-14T21:17:52Z	Tanzania	mastitic milk	environmental/other	PDS000072600.30	0	31	SAMN03576915	GCA_006911405.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031414	"CFSAN031414","ICOPHAI16814","SRS1691845"		PDT000148771.2	2016-09-14T21:17:52Z	Tanzania	feces swine	environmental/other	PDS000072600.30	0	31	SAMN03576948	GCA_006910585.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	ICOPHAI16705	"CFSAN056140","ICOPHAI16705","SRS1769037"		PDT000154695.2	2016-10-31T20:17:54Z	Tanzania	mastitic milk	environmental/other	PDS000072600.30	1	32	SAMN05944939	GCA_006920255.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031275	"CFSAN031275","ICOPHAI16823","SRS4694525"		PDT000495855.1	2019-04-26T22:54:19Z	Tanzania	chicken carcass	environmental/other	PDS000072600.30	6	31	SAMN03576809	GCA_005903705.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031272	"CFSAN031272","ICOPHAI16750","SRS4694526"		PDT000495856.1	2019-04-26T22:54:19Z	Tanzania	feces poultry	environmental/other	PDS000072600.30	8	27	SAMN03576806	GCA_005903885.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	CFSAN031267	"CFSAN031267","ICOPHAI16826","SRS4694532"		PDT000495862.1	2019-04-26T22:54:20Z	Tanzania	chicken carcass	environmental/other	PDS000072600.30	0	31	SAMN03576801	GCA_005903625.1	aph(3'')-Ib=PARTIAL,aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-244	"HAZEL-244"	Kentucky	PDT001107424.1	2021-08-10T17:23:57Z	Tanzania: Moshi	environmental	environmental/other	PDS000072600.30	0	39	SAMN13906147	GCA_019516295.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-181	"HAZEL-181"	Kentucky	PDT001107470.1	2021-08-10T17:29:41Z	Tanzania: Moshi	carcass	environmental/other	PDS000072600.30	0	39	SAMN13906086	GCA_019517385.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-157	"HAZEL-157"	Kentucky	PDT001107490.1	2021-08-10T17:32:06Z	Tanzania: Moshi	meat	environmental/other	PDS000072600.30	0	39	SAMN13906066	GCA_019517785.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-156	"HAZEL-156"	Kentucky	PDT001107493.1	2021-08-10T17:32:39Z	Tanzania: Moshi	meat	environmental/other	PDS000072600.30	0	39	SAMN13906065	GCA_019517845.1		antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-043	"HAZEL-043"	Kentucky	PDT001107597.1	2021-08-10T17:47:07Z	Tanzania: Moshi	meat	environmental/other	PDS000072600.30	2	41	SAMN13905953	GCA_019520165.1	aph(6)-Id=COMPLETE,dfrA14=COMPLETE,dfrA14=PARTIAL_END_OF_CONTIG,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HAZEL-042	"HAZEL-042"	Kentucky	PDT001107601.1	2021-08-10T17:47:22Z	Tanzania: Moshi	meat	environmental/other	PDS000072600.30	3	42	SAMN13905952	GCA_019520345.1	aph(3'')-Ib=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,dfrA14=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=8:i:z6,serotype=Kentucky
Salmonella enterica	HZ273	"HZ273"	Typhimurium	PDT001098573.1	2021-07-27T18:46:23Z	Tanzania: Moshi	environmental	environmental/other	PDS000013739.88	0	24	SAMN13906449	GCA_019360035.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HZ234	"HZ234"	Typhimurium	PDT001098606.1	2021-07-27T18:50:02Z	Tanzania: Moshi		environmental/other	PDS000013739.88	0	24	SAMN13906410	GCA_019360705.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HZ233	"HZ233"	Typhimurium	PDT001098607.1	2021-07-27T18:50:17Z	Tanzania: Moshi		environmental/other	PDS000013739.88	0	24	SAMN13906409	GCA_019360735.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
Salmonella enterica	HAZEL-133	"HAZEL-133"	Typhimurium	PDT001107512.1	2021-08-10T17:35:17Z	Tanzania: Arusha	meat	environmental/other	PDS000013739.88	22	5	SAMN13906042	GCA_019518455.1	aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,sul2=COMPLETE,tet(A)=COMPLETE	antigen_formula=4:i:1,2,serotype=Typhimurium
